date,market_return_lag1,market_abs_4w,liquidity_state_lag1
2014-01-03,0.0,0.007081088497919099,0.0
2014-01-10,-0.007081088497919099,0.00905054149869863,0.0
2014-01-17,0.011019994499478158,0.006943463991435154,0.1809800006715063
2014-01-24,-0.0027293089769082042,0.005642894054509457,0.11383399714043979
2014-01-31,-0.001741184243732363,0.00403222347324881,0.15566972396480372
2014-02-07,-0.0006384061728765137,0.002990792636720273,0.23298439957095765
2014-02-14,-0.006854271153364011,0.002860179057646667,0.14462571545154146
2014-02-21,-0.0022068546606137792,0.004145850743905437,0.12332166346613271
2014-02-28,0.0068838709887674415,0.004909625691568423,0.23801610184555014
2014-03-07,0.0036935059635284616,0.00851343365771504,-0.00985284443081566
2014-03-14,0.021269503017950473,0.009855503987170883,-0.0478945240452261
2014-03-21,-0.007575135978437152,0.011981255146389161,0.28131722943921017
2014-03-28,0.015386875625640558,0.012535849172954262,0.14984820733991122
2014-04-04,-0.005911882069788862,0.00919834528202704,0.3744879635437175
2014-04-11,0.00791948745424159,0.008610123652117515,0.5088717148980814
2014-04-18,-0.0052222494587990526,0.005715536859868251,0.6147887212679928
2014-04-25,0.003808528456643498,0.006995367849862839,0.675271984841796
2014-05-02,0.011031206029767215,0.007567841604036679,0.5603392833251764
2014-05-09,0.010209382470936952,0.007340133706108886,0.525775625935592
2014-05-16,-0.0043114178670878795,0.00685528048577952,0.6894653043093513
2014-05-23,0.001869115575326034,0.008455126337856396,0.36274524307143385
2014-05-30,0.017430589438074715,0.009416674706651756,0.5250978159532931
2014-06-06,-0.014055575946118398,0.009839766411943385,0.40892182107702935
2014-06-13,-0.006003784688254398,0.010380297923230202,0.616201279703795
2014-06-20,0.0040312416204732965,0.011470386050461117,0.7841780463975252
2014-06-27,-0.021790941946998373,0.008960301173998183,0.7907100074624317
2014-07-04,-0.004015236440266664,0.007929247214548758,0.8348032447669596
2014-07-11,-0.0018795688504566943,0.007196007093509277,0.6176693819168848
2014-07-18,-0.0010982811363153752,0.0018675106771726486,0.6457409386497562
2014-07-25,0.0004769562816518609,0.004671422714939083,0.6249167528878272
2014-08-01,-0.015230884591332402,0.005867244961404543,0.6683171915780448
2014-08-08,-0.006662857836318534,0.015998461354810093,0.8131583593737448
2014-08-15,-0.041623146709937574,0.016039800513550154,0.6901582466560455
2014-08-22,0.0006423129166121134,0.013147763514027348,0.4902567212583371
2014-08-29,0.00366273659324117,0.01625836164815972,0.4125981699469108
2014-09-05,-0.01910525037284802,0.006423497504349601,0.3940918016542474
2014-09-12,-0.002283690134697103,0.006337452234927399,0.2803730005499209
2014-09-19,-0.00029813183892330646,0.009168754748155903,0.3089102724808095
2014-09-26,0.014987946646155185,0.0047392801873996256,0.33442031845152864
2014-10-03,0.0013873521298229056,0.010358124630476591,0.2545954436815964
2014-10-10,0.02475906790700496,0.012253449237952404,0.42875824940581997
2014-10-17,0.007879430268826558,0.009930971435214604,0.22997267481146666
2014-10-24,-0.005698035435203993,0.010738785899102678,0.31276797755700547
2014-10-31,0.004618609985375199,0.008881407367056419,0.3277680839746382
2014-11-07,0.017329553778819923,0.014482833853740235,0.22579544241783647
2014-11-14,-0.03028513621556182,0.0172220109036127,0.27736887150773587
2014-11-21,-0.016654743634693863,0.01729551218972402,-0.09077863954929907
2014-11-28,0.004912615129820473,0.016781535008306685,-0.019413844271893257
2014-12-05,-0.015273645053150575,0.009414739513811445,0.061699244162378895
2014-12-12,0.0008179542375808659,0.007641130014827955,0.041710696329782214
2014-12-19,0.009560305638759902,0.006479855997716413,0.0329209364375602
2014-12-26,-0.00026751906137430063,0.00326045891403441,-0.1147860690767309
2015-01-02,-0.002396056718422569,0.0067408574298292515,-0.28191658698112676
2015-01-09,0.01473954830076023,0.008991014602745198,-0.41622578325236015
2015-01-16,-0.01856093433042369,0.009625703229660772,-0.3914576466650909
2015-01-23,0.0028062735690365993,0.010148274750085128,-0.5877979580040272
2015-01-30,-0.0044863428001199876,0.007973002662502884,-0.6165462273101536
2015-02-06,0.0060384599504312575,0.0063362359060984644,-0.38761502660234537
2015-02-13,0.012013867304806008,0.00674290489594622,-0.3897353771092583
2015-02-20,-0.004432949528427624,0.008447927543737258,-0.5363572022664305
2015-02-27,-0.011306433391284131,0.006999263279237442,-0.26391756514664977
2015-03-06,0.0002438028924319974,0.005100198614354316,-0.3255361398827595
2015-03-13,0.004417608645273503,0.0052922316599228955,-0.431616624234619
2015-03-20,0.005201081710701945,0.002940349266254792,-0.516590957142634
2015-03-27,-0.0018989038166117194,0.004602171039006617,-0.2792559058039137
2015-04-03,0.006891089983439296,0.0100428801544693,-0.23639916283171525
2015-04-10,-0.02618044510712424,0.008918096283283562,-0.2182195293069919
2015-04-17,0.0007019462259589852,0.009425754654245935,-0.0985849966298797
2015-04-24,0.003929537300461208,0.008167775015655363,-0.09808973824745999
2015-05-01,0.0018591714290770087,0.003175747289530925,-0.05521366078847865
2015-05-08,0.006212334202626491,0.00401827190347572,-0.18054135023022283
2015-05-15,-0.004072044681738166,0.005580091393981218,-0.10218524522527817
2015-05-22,-0.0101768152624832,0.0071198876597990905,-0.24022309187715085
2015-05-29,-0.008018356492348494,0.01063298302286139,-0.19408922164622266
2015-06-05,-0.02026471565487569,0.011261694019209036,-0.41864489382014924
2015-06-12,-0.006586888667128752,0.009311692172890325,-0.3249162192609932
2015-06-19,-0.0023768078772083497,0.010234736166277672,-0.109986180616167
2015-06-26,-0.011710532465897887,0.0076764605446062095,-0.03197205177271377
2015-07-03,0.010031613168189842,0.014180617020930125,-0.036499962681711386
2015-07-10,0.032603514572424414,0.0151638623920652,-0.03959725453424123
2015-07-17,0.0063097893617486515,0.016778109675794246,-0.07713855018037657
2015-07-24,0.01816752160081406,0.01847789014637469,-0.4286636181531579
2015-07-31,-0.016830735050511633,0.010640009602093912,-0.22858186829052213
2015-08-07,-0.0012519923953012986,0.00971470648303034,-0.12080079260090781
2015-08-14,0.002608576885494364,0.0058221242569379324,-0.24799602239524973
2015-08-21,-0.0025971926964444294,0.00350795860097602,-0.22379707458353093
2015-08-28,-0.0075740724266639805,0.006585659773949093,-0.011904068041194482
2015-09-04,-0.013562797087193592,0.009521705786283063,-0.19763153870681321
2015-09-11,-0.014352760934830242,0.013209644108128272,-0.1673634461392496
2015-09-18,-0.017348945983825265,0.011703926830965404,-0.05406413187899699
2015-09-25,0.0015512033180125155,0.012464143720508195,-0.16098881698312756
2015-10-02,0.016603664645364745,0.009274250648914224,-0.053928541223569826
2015-10-09,-0.001593188648454364,0.00839308574080294,-0.18226633733905642
2015-10-16,0.013824286351380125,0.011532818985345127,0.01875244485553379
2015-10-23,0.014110136296181266,0.009176865420963489,-0.04460365420379571
2015-10-30,-0.007179850387838192,0.009186946130244665,-0.16724010651245658
2015-11-06,0.0016335114855790722,0.007164688838294995,-0.0977164316121423
2015-11-13,-0.005735257183581441,0.0051806918259795255,-0.3533558521881749
2015-11-20,0.00617414824691939,0.0036519765048708274,-0.3300834728039997
2015-11-27,-0.0010649891034033982,0.00502303905697288,-0.309984343281169
2015-12-04,0.0071177616939872845,0.005885321863774916,0.033891874477930406
2015-12-11,-0.009184388410789585,0.00813131707869443,0.1182599667829416
2015-12-18,0.015158129106597444,0.008451171976105213,0.2669194597748492
2015-12-25,-0.002344408693046533,0.009484557571582574,0.11179974824687694
2016-01-01,-0.01125130407589673,0.009496305643426968,-0.07736316574635375
2016-01-08,-0.009231380698167162,0.008210465801312255,-0.2946248906761365
2016-01-15,-0.01001476973813859,0.010252465309657732,-0.14883088177777992
2016-01-22,0.010512406726428445,0.00774997155922638,-0.2743161245277216
2016-01-29,-0.001241329074171317,0.006317590248113398,-0.43143429735877636
2016-02-05,-0.0035018554537152333,0.004339787086925119,-0.21115463015775007
2016-02-12,-0.0021035570933854745,0.002790260210278215,-0.03794642552493513
2016-02-19,-0.004314299219840828,0.006929096519256254,-0.10065851665592851
2016-02-26,-0.017796674310083475,0.008026383135505116,-0.14271233789710516
2016-03-04,0.00789100191871068,0.015573396992501829,-0.14684155513675198
2016-03-11,-0.032291612521372325,0.015429983728050517,-0.24802668497026675
2016-03-18,0.003740646162035583,0.011404555627104334,-0.3557024642443866
2016-03-25,-0.001694961906298746,0.013507282985733173,-0.2800164373647329
2016-04-01,-0.01630191135322603,0.0074766426401839566,-0.2410464752379381
2016-04-08,0.008169051139175458,0.007831877036658115,-0.33925121311930717
2016-04-15,0.005161583747932222,0.007975015981363442,-0.1459270798577529
2016-04-22,0.002267517685120053,0.00990698721687458,0.18058769596209384
2016-04-29,0.024029796295270578,0.008337024587969973,0.007747354379032373
2016-05-06,0.0018892006235570354,0.008278808474333217,-0.03720278759245716
2016-05-13,-0.004928719293385198,0.010272478262475598,-0.36396140824888545
2016-05-20,-0.010242196837689578,0.004468739974844416,-0.1563782432216493
2016-05-27,-0.0008148431447458514,0.004054985061379121,-0.34610142478629113
2016-06-03,0.00023418096969585363,0.00360866891509809,-0.30021407985282567
2016-06-10,0.0031434547082610713,0.00815583741048454,-0.17066049444614084
2016-06-17,-0.028430870819235378,0.008126879046767193,-0.030444229644650878
2016-06-24,0.0006990096898764618,0.008538542343688093,-0.21064656126397657
2016-07-01,-0.001880834157379453,0.016599664501531927,-0.30005879478353803
2016-07-08,0.03538794333963641,0.01240351956821555,-0.3029549092605086
2016-07-15,0.011646291085969863,0.013045059094129305,-0.5092245820243007
2016-07-22,-0.0032651677935314886,0.016874480675405094,-0.5433079472308222
2016-07-29,-0.017198520482482604,0.008257571602783384,-0.38352940115563194
2016-08-05,0.0009203070491495746,0.006117554085603857,-0.18306294970249973
2016-08-12,0.0030862210172517526,0.008011698302752914,-0.3565241999054154
2016-08-19,-0.010841744662127716,0.003844145040302156,-0.4488432636503545
2016-08-26,-0.0005283074326795724,0.007357925238020207,-0.5041177633364868
2016-09-02,0.014975427840021783,0.007147747562898269,-0.2431923445081632
2016-09-09,-0.0022455103167639966,0.005455017735386307,-0.309065559809019
2016-09-16,0.004070825352079869,0.007927741512532059,-0.2544774177363019
2016-09-23,0.01041920254126258,0.006039891883793267,-0.05591329920571389
2016-09-30,0.0074240293250666155,0.007736162294768517,0.04602168908996416
2016-10-07,-0.009030591960664998,0.009543724060038622,0.13671503587043848
2016-10-14,0.011301072413160288,0.007582392951546566,0.2917816249531637
2016-10-21,0.002573878107294353,0.006372169758547862,-0.019032453272483013
2016-10-28,0.002583136553071801,0.006717231470267947,0.026666464383851386
2016-11-04,-0.010410838807545337,0.00577136667160909,0.04569504862617664
2016-11-11,0.007517613218524865,0.005665040596381938,-0.06452528716095929
2016-11-18,0.0021485738063857437,0.005148333637712459,0.09143413160615566
2016-11-25,0.0005163087183938857,0.00527919649407694,0.2556801042223539
2016-12-02,-0.010934290233003258,0.009215502036475993,0.12249298705189045
2016-12-09,0.02326283538812108,0.00909291115937279,-0.12676170464821848
2016-12-16,-0.001658210297972929,0.013056602455014013,-0.5331888172363267
2016-12-23,0.01637107390095878,0.015151511158169359,-0.15635835500890444
2016-12-30,-0.019313925045624642,0.009782901778891778,-0.22488687710906496
2017-01-06,0.0017883978710107585,0.009692722341867688,-0.15246784256037704
2017-01-13,0.0012974925498765609,0.00949637145589664,-0.1286399535142374
2017-01-20,0.015585670357074595,0.008186596409358232,0.11712143346817577
2017-01-27,-0.01407482485947101,0.01099042312091672,-0.12095385329735067
2017-02-03,-0.013003704717244708,0.013939576202437342,-0.14321358258917039
2017-02-10,0.013094104875959052,0.010239352428505849,-0.25179110636255986
2017-02-17,-0.0007847752613486204,0.009004573170531459,-0.29105130013438024
2017-02-24,-0.009135707827573454,0.008115325136648125,-0.41917540426695465
2017-03-03,-0.009446712581711364,0.015522262756016982,-0.5209678637688996
2017-03-10,-0.04272185535343448,0.016337419477247758,-0.41701013966481965
2017-03-17,0.004045402146271722,0.01667157487609597,-0.3377645069306038
2017-03-24,0.010472329422966303,0.01627668818451688,-0.473994575485977
2017-03-31,-0.007867165815395007,0.009414395927740411,-0.43534164608443304
2017-04-07,-0.015272686326328604,0.009158356497961217,-0.5351757995003354
2017-04-14,0.003021244427154947,0.008560871286203262,-0.3517360878710899
